t,mag
73578.188,1.015
73578.208,1.015
73578.228,1.014
73578.248,1.016
73578.268,1.014
73578.288,1.014
73578.308,1.014
73578.328,1.015
73578.348,1.014
73578.368,1.015
73578.388,1.015
73578.408,1.014
73578.428,1.016
73578.448,1.014
73578.468,1.016
73578.488,1.013
73578.508,1.016
73578.528,1.013
73578.548,1.015
73578.568,1.015
73578.588,1.012
73578.608,1.015
73578.628,1.014
73578.648,1.013
73578.668,1.015
73578.688,1.015
73578.708,1.015
73578.728,1.016
73578.748,1.016
73578.768,1.015
73578.788,1.014
73578.808,1.016
73578.828,1.013
73578.848,1.016
73578.868,1.015
73578.888,1.015
73578.908,1.013
73578.928,1.014
73578.948,1.014
73578.968,1.017
73578.988,1.014
73579.000,1.013
73579.020,1.014
73579.040,1.015
73579.060,1.015
73579.080,1.012
73579.100,1.015
73579.120,1.015
73579.140,1.012
73579.160,1.015
73579.180,1.015
73579.200,1.014
73579.220,1.014
73579.240,1.014
73579.260,1.013
73579.280,1.015
73579.300,1.012
73579.320,1.012
73579.340,1.013
73579.360,1.016
73579.380,1.015
73579.400,1.017
73579.420,1.015
73579.440,1.015
73579.460,1.015
73579.480,1.014
73579.500,1.015
73579.520,1.014
73579.540,1.016
73579.560,1.012
73579.580,1.014
73579.600,1.012
73579.620,1.012
73579.640,1.013
73579.660,1.016
73579.680,1.013
73579.700,1.016
73579.720,1.014
73579.740,1.013
73579.760,1.015
73579.780,1.013
73579.800,1.014
73579.820,1.015
73579.840,1.015
73579.860,1.015
73579.880,1.013
73579.900,1.015
73579.920,1.013
73579.940,1.014
73579.960,1.014
73579.980,1.013
73580.000,1.016
73580.020,1.014
73580.040,1.015
73580.060,1.012
73580.080,1.016
73580.100,1.013
73580.120,1.014
73580.140,1.014
73580.160,1.015
73580.180,1.015
73580.200,1.013
73580.220,1.013
73580.240,1.012
73580.260,1.014
73580.280,1.015
73580.300,1.016
73580.320,1.013
73580.340,1.015
73580.360,1.014
73580.380,1.015
73580.400,1.017
73580.420,1.014
73580.440,1.013
73580.460,1.015
73580.480,1.015
73580.500,1.015
73580.520,1.016
73580.540,1.014
73580.560,1.016
73580.580,1.015
73580.600,1.015
73580.620,1.014
73580.640,1.013
73580.660,1.013
73580.680,1.016
73580.700,1.013
73580.720,1.014
73580.740,1.015
73580.760,1.014
73580.780,1.015
73580.800,1.015
73580.820,1.016
73580.840,1.015
73580.860,1.016
73580.880,1.014
73580.900,1.013
73580.920,1.013
73580.940,1.017
73580.960,1.014
73580.980,1.014
73581.000,1.015
73581.020,1.013
73581.040,1.015
73581.060,1.014
73581.080,1.015
73581.100,1.016
73581.120,1.015
73581.140,1.016
73581.160,1.014
73581.180,1.014
73581.200,1.014
73581.220,1.013
73581.240,1.014
73581.260,1.016
73581.280,1.016
73581.300,1.014
73581.320,1.014
73581.340,1.014
73581.360,1.014
73581.380,1.015
73581.400,1.015
73581.420,1.016
73581.440,1.015
73581.460,1.012
73581.480,1.015
73581.500,1.017
73581.520,1.013
73581.540,1.014
73581.560,1.013
73581.580,1.015
73581.600,1.012
73581.620,1.015
73581.640,1.014
73581.660,1.017
73581.680,1.012
73581.700,1.016
73581.720,1.014
73581.740,1.017
73581.760,1.015
73581.780,1.015
73581.800,1.014
73581.820,1.016
73581.840,1.014
73581.860,1.015
73581.880,1.015
73581.900,1.016
73581.920,1.015
73581.940,1.015
73581.960,1.016
73581.980,1.014
73582.008,1.014
73582.028,1.015
73582.048,1.015
73582.068,1.013
73582.088,1.015
73582.108,1.014
73582.128,1.016
73582.148,1.011
73582.168,1.014
73582.188,1.016
73582.208,1.015
73582.228,1.015
73582.248,1.012
73582.268,1.015
73582.288,1.013
73582.308,1.014
73582.328,1.015
73582.348,1.014
73582.368,1.017
73582.388,1.016
73582.408,1.017
73582.428,1.014
73582.448,1.016
73582.468,1.013
73582.488,1.014
73582.508,1.014
73582.528,1.013
73582.548,1.014
73582.568,1.013
73582.588,1.017
73582.608,1.014
73582.628,1.014
73582.648,1.014
73582.668,1.013
73582.688,1.015
73582.708,1.016
73582.728,1.016
73582.748,1.016
73582.768,1.014
73582.788,1.016
73582.808,1.016
73582.828,1.016
73582.848,1.015
73582.868,1.015
73582.888,1.015
73582.908,1.014
73582.928,1.013
73582.948,1.016
73582.968,1.014
73582.988,1.013
73583.008,1.012
73583.028,1.015
73583.048,1.015
73583.068,1.017
73583.088,1.015
73583.108,1.013
73583.128,1.011
73583.148,1.013
73583.168,1.013
73583.188,1.017
73583.208,1.014
73583.228,1.013
73583.248,1.015
73583.268,1.012
73583.288,1.015
73583.308,1.012
73583.328,1.015
73583.348,1.014
73583.368,1.016
73583.388,1.015
73583.408,1.016
73583.428,1.016
73583.448,1.012
73583.468,1.015
73583.488,1.014
73583.508,1.016
73583.528,1.014
73583.548,1.015
73583.568,1.012
73583.588,1.015
73583.608,1.014
73583.628,1.013
73583.648,1.014
73583.668,1.013
73583.688,1.016
73583.708,1.016
73583.728,1.014
73583.748,1.018
73583.768,1.012
73583.788,1.013
73583.808,1.016
73583.828,1.015
73583.848,1.016
73583.868,1.013
73583.888,1.015
73583.908,1.014
73583.928,1.016
73583.948,1.014
73583.968,1.017
73583.988,1.014
73584.008,1.014
73584.028,1.015
73584.048,1.014
73584.068,1.015
73584.088,1.014
73584.108,1.015
73584.128,1.016
73584.148,1.015
73584.168,1.014
73584.188,1.016
73584.208,1.015
73584.228,1.014
73584.248,1.012
73584.268,1.015
73584.288,1.014
73584.308,1.014
73584.328,1.014
73584.348,1.016
73584.368,1.013
73584.388,1.012
73584.408,1.014
73584.428,1.014
73584.448,1.015
73584.468,1.014
73584.488,1.017
73584.508,1.015
73584.528,1.016
73584.548,1.015
73584.568,1.016
73584.588,1.014
73584.608,1.015
73584.628,1.012
73584.648,1.012
73584.668,1.016
73584.688,1.014
73584.708,1.013
73584.728,1.014
73584.748,1.016
73584.768,1.014
73584.788,1.011
73584.808,1.015
73584.828,1.014
73584.848,1.012
73584.868,1.016
73584.888,1.014
73584.908,1.015
73584.928,1.014
73584.948,1.015
73584.968,1.014
73584.988,1.015
73585.008,1.017
73585.028,1.016
73585.048,1.017
73585.068,1.016
73585.088,1.015
73585.108,1.012
73585.128,1.016
73585.148,1.015
73585.168,1.014
73585.188,1.011
73585.208,1.014
73585.228,1.013
73585.248,1.014
73585.268,1.016
73585.288,1.014
73585.308,1.013
73585.328,1.015
73585.348,1.017
73585.368,1.014
73585.388,1.015
73585.408,1.014
73585.428,1.015
73585.448,1.015
73585.468,1.014
73585.488,1.014
73585.508,1.016
73585.528,1.012
73585.548,1.013
73585.568,1.013
73585.588,1.016
73585.608,1.012
73585.628,1.017
73585.648,1.011
73585.668,1.017
73585.688,1.013
73585.708,1.014
73585.728,1.015
73585.748,1.014
73585.768,1.015
73585.788,1.012
73585.808,1.014
73585.828,1.012
73585.848,1.015
73585.868,1.016
73585.888,1.016
73585.908,1.015
73585.928,1.015
73585.948,1.014
73585.968,1.015
73585.988,1.015
73586.008,1.016
73586.028,1.013
73586.048,1.014
73586.068,1.015
73586.088,1.015
73586.108,1.014
73586.128,1.014
73586.148,1.014
73586.168,1.016
73586.188,1.013
73586.208,1.016
73586.228,1.013
73586.248,1.016
73586.268,1.014
73586.288,1.014
73586.308,1.015
73586.328,1.014
73586.348,1.014
73586.368,1.015
73586.388,1.014
73586.408,1.015
73586.428,1.012
73586.448,1.016
73586.468,1.014
73586.488,1.014
73586.508,1.016
73586.528,1.014
73586.548,1.017
73586.568,1.015
73586.588,1.014
73586.608,1.013
73586.628,1.016
73586.648,1.013
73586.668,1.015
73586.688,1.011
73586.708,1.015
73586.728,1.014
73586.748,1.014
73586.768,1.015
73586.788,1.015
73586.808,1.013
73586.828,1.017
73586.848,1.014
73586.868,1.016
73586.888,1.015
73586.908,1.014
73586.928,1.016
73586.948,1.015
73586.968,1.015
73586.988,1.015
73587.008,1.016
73587.028,1.013
73587.048,1.015
73587.068,1.017
73587.088,1.015
73587.108,1.014
73587.128,1.014
73587.148,1.015
73587.168,1.014
73587.188,1.017
73587.208,1.013
73587.228,1.015
73587.248,1.015
73587.268,1.014
73587.288,1.013
73587.308,1.014
73587.328,1.014
73587.348,1.015
73587.368,1.018
73587.388,1.016
73587.408,1.013
73587.428,1.014
73587.448,1.016
73587.468,1.014
73587.488,1.015
73587.508,1.014
73587.528,1.015
73587.548,1.014
73587.568,1.013
73587.588,1.013
73587.608,1.016
73587.628,1.015
73587.648,1.017
73587.668,1.015
73587.688,1.014
73587.708,1.015
73587.728,1.015
73587.748,1.015
73587.768,1.013
73587.788,1.012
73587.808,1.014
73587.828,1.014
73587.848,1.015
73587.868,1.014
73587.888,1.015
73587.908,1.014
73587.928,1.013
73587.948,1.015
73587.968,1.015
73587.988,1.016
73588.008,1.012
73588.028,1.014
73588.048,1.016
73588.068,1.014
73588.088,1.014
73588.108,1.015
73588.128,1.014
73588.148,1.013
73588.168,1.014
73588.188,1.016
73588.208,1.017
73588.228,1.014
73588.248,1.013
73588.268,1.015
73588.288,1.016
73588.308,1.013
73588.328,1.014
73588.348,1.014
73588.368,1.018
73588.388,1.016
73588.408,1.017
73588.428,1.013
73588.448,1.014
73588.468,1.016
73588.488,1.017
73588.508,1.016
73588.528,1.013
73588.548,1.013
73588.568,1.016
73588.588,1.014
73588.608,1.016
73588.628,1.015
73588.648,1.016
73588.668,1.014
73588.688,1.013
73588.708,1.016
73588.728,1.017
73588.748,1.015
73588.768,1.016
73588.788,1.018
73588.808,1.017
73588.828,1.014
73588.848,1.014
73588.868,1.015
73588.888,1.016
73588.908,1.017
73588.928,1.016
73588.948,1.015
73588.968,1.019
73588.988,1.013
73589.008,1.016
73589.028,1.014
73589.048,1.016
73589.068,1.014
73589.088,1.015
73589.108,1.015
73589.128,1.015
73589.148,1.014
73589.168,1.013
73589.188,1.014
73589.208,1.014
73589.228,1.015
73589.248,1.016
73589.268,1.016
73589.288,1.013
73589.308,1.016
73589.328,1.013
73589.348,1.016
73589.368,1.015
73589.388,1.017
73589.408,1.015
73589.428,1.015
73589.448,1.013
73589.468,1.015
73589.488,1.014
73589.508,1.015
73589.528,1.016
73589.548,1.015
73589.568,1.017
73589.588,1.014
73589.608,1.015
73589.628,1.014
73589.648,1.015
73589.668,1.014
73589.688,1.016
73589.708,1.016
73589.728,1.017
73589.748,1.013
73589.768,1.017
73589.788,1.017
73589.808,1.014
73589.828,1.014
73589.848,1.016
73589.868,1.014
73589.888,1.016
73589.908,1.016
73589.928,1.018
73589.948,1.016
73589.968,1.017
73589.988,1.014
73590.008,1.014
73590.028,1.016
73590.048,1.014
73590.068,1.015
73590.088,1.015
73590.108,1.014
73590.128,1.015
73590.148,1.016
73590.168,1.016
73590.188,1.015
73590.208,1.016
73590.228,1.015
73590.248,1.014
73590.268,1.015
73590.288,1.016
73590.308,1.016
73590.328,1.014
73590.348,1.013
73590.368,1.014
73590.388,1.015
73590.408,1.018
73590.428,1.014
73590.448,1.015
73590.468,1.015
73590.488,1.015
73590.508,1.014
73590.528,1.014
73590.548,1.014
73590.568,1.015
73590.588,1.016
73590.608,1.013
73590.628,1.017
73590.648,1.015
73590.668,1.014
73590.688,1.013
73590.708,1.014
73590.728,1.014
73590.748,1.013
73590.768,1.017
73590.788,1.013
73590.808,1.014
73590.828,1.016
73590.848,1.016
73590.868,1.016
73590.888,1.015
73590.908,1.016
73590.928,1.016
73590.948,1.016
73590.968,1.014
73590.988,1.014
73591.008,1.012
73591.028,1.014
73591.048,1.014
73591.068,1.017
73591.088,1.014
73591.108,1.014
73591.128,1.017
73591.148,1.016
73591.168,1.012
73591.188,1.017
73591.208,1.015
73591.228,1.015
73591.248,1.014
73591.268,1.014
73591.288,1.017
73591.308,1.013
73591.328,1.014
73591.348,1.017
73591.368,1.015
73591.388,1.015
73591.408,1.015
73591.428,1.017
73591.448,1.016
73591.468,1.016
73591.488,1.014
73591.508,1.016
73591.528,1.017
73591.548,1.013
73591.568,1.012
73591.588,1.015
73591.608,1.015
73591.628,1.017
73591.648,1.012
73591.668,1.016
73591.688,1.015
73591.708,1.015
73591.728,1.014
73591.748,1.016
73591.768,1.015
73591.788,1.016
73591.808,1.011
73591.828,1.015
73591.848,1.014
73591.868,1.017
73591.888,1.016
73591.908,1.017
73591.928,1.015
73591.948,1.014
73591.968,1.016
73591.988,1.015
73592.008,1.016
73592.028,1.015
73592.048,1.016
73592.068,1.014
73592.088,1.016
73592.108,1.015
73592.128,1.015
73592.148,1.016
73592.168,1.015
73592.188,1.014
73592.208,1.014
73592.228,1.017
73592.248,1.014
73592.268,1.016
73592.288,1.016
73592.308,1.015
73592.328,1.016
73592.348,1.014
73592.368,1.016
73592.388,1.015
73592.408,1.015
73592.428,1.018
73592.448,1.016
73592.468,1.014
73592.488,1.012
73592.508,1.018
73592.528,1.015
73592.548,1.013
73592.568,1.016
73592.588,1.016
73592.608,1.015
73592.628,1.016
73592.648,1.016
73592.668,1.017
73592.688,1.016
73592.708,1.017
73592.728,1.014
73592.748,1.016
73592.768,1.016
73592.788,1.014
73592.808,1.014
73592.828,1.016
73592.848,1.016
73592.868,1.014
73592.888,1.016
73592.908,1.015
73592.928,1.016
73592.948,1.013
73592.968,1.015
73592.988,1.014
73593.000,1.014
73593.020,1.016
73593.040,1.013
73593.060,1.015
73593.080,1.013
73593.100,1.014
73593.120,1.016
73593.140,1.016
73593.160,1.015
73593.180,1.015
73593.200,1.013
73593.220,1.016
73593.240,1.015
73593.260,1.015
73593.280,1.016
73593.300,1.015
73593.320,1.015
73593.340,1.017
73593.360,1.016
73593.380,1.014
73593.400,1.016
73593.420,1.016
73593.440,1.017
73593.460,1.014
73593.480,1.016
73593.500,1.014
73593.520,1.014
73593.540,1.014
73593.560,1.015
73593.580,1.016
73593.600,1.018
73593.620,1.015
73593.640,1.017
73593.660,1.014
73593.680,1.015
73593.700,1.015
73593.720,1.016
73593.740,1.016
73593.760,1.013
73593.780,1.016
73593.800,1.015
73593.820,1.017
73593.840,1.014
73593.860,1.013
73593.880,1.014
73593.900,1.015
73593.920,1.015
73593.940,1.013
73593.960,1.017
73593.980,1.015
73594.000,1.016
73594.020,1.015
73594.040,1.017
73594.060,1.013
73594.080,1.017
73594.100,1.013
73594.120,1.017
73594.140,1.014
73594.160,1.014
73594.180,1.015
73594.200,1.017
73594.220,1.018
73594.240,1.016
73594.260,1.015
73594.280,1.014
73594.300,1.016
73594.320,1.015
73594.340,1.016
73594.360,1.013
73594.380,1.014
73594.400,1.017
73594.420,1.016
73594.440,1.016
73594.460,1.016
73594.480,1.014
73594.500,1.017
73594.520,1.016
73594.540,1.016
73594.560,1.016
73594.580,1.016
73594.600,1.015
73594.620,1.015
73594.640,1.015
73594.660,1.016
73594.680,1.014
73594.700,1.017
73594.720,1.014
73594.740,1.017
73594.760,1.016
73594.780,1.014
73594.800,1.017
73594.820,1.016
73594.840,1.014
73594.860,1.013
73594.880,1.016
73594.900,1.016
73594.920,1.015
73594.940,1.013
73594.960,1.017
73594.980,1.017
73595.000,1.015
73595.020,1.016
73595.040,1.018
73595.060,1.014
73595.080,1.015
73595.100,1.016
73595.120,1.015
73595.140,1.015
73595.160,1.017
73595.180,1.016
73595.200,1.014
73595.220,1.016
73595.240,1.015
73595.260,1.016
73595.280,1.015
73595.300,1.014
73595.320,1.014
91249.711,1.575
91249.731,1.251
91249.751,1.256
91249.771,0.902
91249.791,1.017
91249.811,1.038
91249.831,0.981
91249.851,1.107
91249.871,0.979
91249.891,1.039
91249.911,1.054
91249.931,0.984
91249.951,1.035
91249.971,1.008
91250.000,0.996
91250.020,1.034
91250.040,1.000
91250.060,1.025
91250.080,1.024
91250.100,1.010
91250.120,1.019
91250.140,1.012
91250.160,1.014
91250.180,1.018
91250.200,1.015
91250.220,1.013
91250.240,1.016
91250.260,1.016
91250.280,1.014
91250.300,1.016
91250.320,1.014
91250.340,1.012
91250.360,1.013
91250.380,1.017
91250.400,1.015
91250.420,1.014
91250.440,1.018
91250.460,1.016
91250.480,1.013
91250.500,1.018
91250.520,1.015
91250.540,1.014
91250.560,1.015
91250.580,1.016
91250.600,1.015
91250.620,1.014
91250.640,1.015
91250.660,1.014
91250.680,1.014
91250.700,1.016
91250.720,1.014
91250.740,1.015
91250.760,1.017
91250.780,1.016
91250.800,1.017
91250.820,1.014
91250.840,1.014
91250.860,1.015
91250.880,1.015
91250.900,1.017
91250.920,1.013
91250.940,1.013
91250.960,1.016
91250.980,1.016
91251.000,1.015
91251.020,1.016
91251.040,1.018
91251.060,1.014
91251.080,1.016
91251.100,1.014
91251.120,1.018
91251.140,1.015
91251.160,1.015
91251.180,1.015
91251.200,1.018
91251.220,1.015
91251.240,1.017
91251.260,1.015
91251.280,1.015
91251.300,1.017
91251.320,1.013
91251.340,1.015
91251.360,1.014
91251.380,1.016
91251.400,1.012
91251.420,1.015
91251.440,1.013
91251.460,1.019
91251.480,1.016
91251.500,1.017
91251.520,1.015
91251.540,1.015
91251.560,1.016
91251.580,1.011
91251.600,1.016
91251.620,1.016
91251.640,1.015
91251.660,1.014
91251.680,1.016
91251.700,1.014
91251.720,1.017
91251.740,1.014
91251.760,1.013
91251.780,1.017
91251.800,1.016
91251.820,1.015
91251.840,1.015
91251.860,1.015
91251.880,1.015
91251.900,1.017
91251.920,1.017
91251.940,1.014
91251.960,1.016
91251.980,1.016
91252.000,1.010
91252.020,1.016
91252.040,1.015
91252.060,1.016
91252.080,1.015
91252.100,1.016
91252.120,1.016
91252.140,1.017
91252.160,1.015
91252.180,1.015
91252.200,1.016
91252.220,1.017
91252.240,1.017
91252.260,1.014
91252.280,1.014
91252.300,1.015
91252.320,1.016
91252.340,1.014
91252.360,1.013
91252.380,1.014
91252.400,1.016
91252.420,1.015
91252.440,1.018
91252.460,1.012
91252.480,1.014
91252.500,1.015
91252.520,1.016
91252.540,1.015
91252.560,1.015
91252.580,1.015
91252.600,1.014
91252.620,1.016
91252.640,1.015
91252.660,1.014
91252.680,1.015
91252.700,1.015
91252.720,1.016
91252.740,1.014
91252.760,1.013
91252.780,1.014
91252.800,1.016
91252.820,1.018
91252.840,1.013
91252.860,1.014
91252.880,1.016
91252.900,1.016
91252.920,1.014
91252.940,1.017
91252.960,1.015
91252.980,1.016
91253.000,1.016
91253.020,1.014
91253.040,1.014
91253.060,1.015
91253.080,1.018
91253.100,1.018
91253.120,1.017
91253.140,1.013
91253.160,1.016
91253.180,1.016
91253.200,1.014
91253.220,1.017
91253.240,1.014
91253.260,1.016
91253.280,1.017
91253.300,1.015
91253.320,1.016
91253.340,1.016
91253.360,1.014
91253.380,1.018
91253.400,1.017
91253.420,1.017
91253.440,1.015
91253.460,1.017
91253.480,1.015
91253.500,1.012
91253.520,1.015
91253.540,1.014
91253.560,1.017
91253.580,1.014
91253.600,1.018
91253.620,1.011
91253.640,1.014
91253.660,1.014
91253.680,1.018
91253.700,1.013
91253.720,1.017
91253.740,1.013
91253.760,1.016
91253.780,1.015
91253.800,1.015
91253.820,1.016
91253.840,1.015
91253.860,1.014
91253.880,1.017
91253.900,1.017
91253.920,1.015
91253.940,1.016
91253.960,1.015
91253.980,1.017
91254.000,1.014
91254.020,1.013
91254.040,1.016
91254.060,1.017
91254.080,1.015
91254.100,1.016
91254.120,1.015
91254.140,1.016
91254.160,1.014
91254.180,1.016
91254.200,1.016
91254.220,1.016
91254.240,1.016
91254.260,1.014
91254.280,1.015
91254.300,1.017
91254.320,1.015
91254.340,1.012
91254.360,1.016
91254.380,1.015
91254.400,1.017
91254.420,1.014
91254.440,1.015
91254.460,1.014
91254.480,1.016
91254.500,1.019
91254.520,1.014
91254.540,1.015
91254.560,1.019
91254.580,1.015
91254.600,1.016
91254.620,1.016
91254.640,1.012
91254.660,1.013
91254.680,1.016
91254.700,1.015
91254.720,1.016
91254.740,1.013
91254.760,1.016
91254.780,1.016
91254.800,1.017
91254.820,1.014
91254.840,1.016
91254.860,1.013
91254.880,1.015
91254.900,1.016
91254.920,1.016
91254.940,1.014
91254.960,1.015
91254.980,1.015
91255.000,1.015
91255.020,1.016
91255.040,1.016
91255.060,1.014
91255.080,1.016
91255.100,1.012
91255.120,1.018
91255.140,1.018
91255.160,1.013
91255.180,1.017
91255.200,1.013
91255.220,1.014
91255.240,1.017
91255.260,1.014
91255.280,1.014
91255.300,1.016
91255.320,1.015
91255.340,1.016
91255.360,1.015
91255.380,1.016
91255.400,1.014
91255.420,1.015
91255.440,1.016
91255.460,1.016
91255.480,1.016
91255.500,1.015
91255.520,1.016
91255.540,1.017
91255.560,1.016
91255.580,1.017
91255.600,1.014
91255.620,1.015
91255.640,1.013
91255.660,1.015
91255.680,1.016
91255.700,1.015
91255.720,1.016
91255.740,1.015
91255.760,1.016
91255.780,1.015
91255.800,1.015
91255.820,1.016
91255.840,1.016
91255.860,1.014
91255.880,1.013
91255.900,1.014
91255.920,1.016
91255.940,1.014
91255.960,1.016
91255.980,1.017
91256.000,1.015
91256.020,1.014
91256.040,1.017
91256.060,1.017
91256.080,1.017
91256.100,1.014
91256.120,1.016
91256.140,1.017
91256.160,1.016
91256.180,1.016
91256.200,1.014
91256.220,1.016
91256.240,1.017
91256.260,1.017
91256.280,1.016
91256.300,1.014
91256.320,1.013
91256.340,1.018
91256.360,1.017
91256.380,1.014
91256.400,1.017
91256.420,1.017
91256.440,1.016
91256.460,1.017
91256.480,1.016
91256.500,1.016
91256.520,1.017
91256.540,1.017
91256.560,1.017
91256.580,1.018
91256.600,1.013
91256.620,1.015
91256.640,1.015
91256.660,1.013
91256.680,1.016
91256.700,1.017
91256.720,1.017
91256.740,1.014
91256.760,1.014
91256.780,1.013
91256.800,1.017
91256.820,1.014
91256.840,1.016
91256.860,1.015
91256.880,1.016
91256.900,1.013
91256.920,1.014
91256.940,1.013
91256.960,1.015
91256.980,1.017
91257.000,1.015
91257.023,1.016
91257.043,1.013
91257.063,1.018
91257.083,1.014
91257.103,1.017
91257.123,1.015
91257.143,1.018
91257.163,1.016
91257.183,1.011
91257.203,1.015
91257.223,1.015
91257.243,1.015
91257.263,1.015
91257.283,1.017
91257.303,1.014
91257.323,1.016
91257.343,1.015
91257.363,1.016
91257.383,1.015
91257.403,1.016
91257.423,1.014
91257.443,1.017
91257.463,1.016
91257.483,1.016
91257.503,1.013
91257.523,1.015
91257.543,1.014
91257.563,1.016
91257.583,1.015
91257.603,1.016
91257.623,1.014
91257.643,1.015
91257.663,1.018
91257.683,1.011
91257.703,1.016
91257.723,1.013
91257.743,1.014
91257.763,1.015
91257.783,1.016
91257.803,1.016
91257.823,1.017
91257.843,1.015
91257.863,1.015
91257.883,1.016
91257.903,1.015
91257.923,1.015
91257.943,1.015
91257.963,1.013
91257.983,1.014
91258.003,1.016
91258.023,1.014
91258.043,1.015
91258.063,1.014
91258.083,1.016
91258.103,1.013
91258.123,1.015
91258.143,1.015
91258.163,1.019
91258.183,1.015
91258.203,1.016
91258.223,1.015
91258.243,1.013
91258.263,1.012
91258.283,1.015
91258.303,1.015
91258.323,1.014
91258.343,1.015
91258.363,1.016
91258.383,1.016
91258.403,1.013
91258.423,1.016
91258.443,1.017
91258.463,1.015
91258.483,1.016
91258.503,1.019
91258.523,1.015
91258.543,1.016
91258.563,1.013
91258.583,1.013
91258.603,1.014
91258.623,1.017
91258.643,1.014
91258.663,1.017
91258.683,1.015
91258.703,1.013
91258.723,1.015
91258.743,1.016
91258.763,1.017
91258.783,1.015
91258.803,1.016
91258.823,1.014
91258.843,1.017
91258.863,1.015
91258.883,1.014
91258.903,1.015
91258.923,1.015
91258.943,1.016
91258.963,1.017
91258.983,1.017
91259.003,1.016
91259.016,1.016
91259.036,1.014
91259.056,1.015
91259.076,1.017
91259.096,1.016
91259.116,1.017
91259.136,1.014
91259.156,1.015
91259.176,1.015
91259.196,1.014
91259.216,1.016
91259.236,1.015
91259.256,1.016
91259.276,1.014
91259.296,1.014
91259.316,1.016
91259.336,1.014
91259.356,1.015
91259.376,1.014
91259.396,1.014
91259.416,1.016
91259.436,1.017
91259.456,1.013
91259.476,1.016
91259.496,1.014
91259.516,1.015
91259.536,1.018
91259.556,1.017
91259.576,1.016
91259.596,1.016
91259.616,1.019
91259.636,1.014
91259.656,1.013
91259.676,1.014
91259.696,1.016
91259.716,1.013
91259.736,1.015
91259.756,1.017
91259.776,1.015
91259.796,1.015
91259.816,1.015
91259.836,1.014
91259.856,1.018
91259.876,1.017
91259.896,1.015
91259.916,1.015
91259.936,1.015
91259.956,1.016
91259.976,1.015
91259.996,1.016
91260.016,1.017
91260.036,1.016
91260.056,1.017
91260.076,1.016
91260.096,1.015
91260.116,1.016
91260.136,1.015
91260.156,1.014
91260.176,1.016
91260.196,1.016
91260.216,1.015
91260.236,1.017
91260.256,1.017
91260.276,1.016
91260.296,1.017
91260.316,1.015
91260.336,1.015
91260.356,1.015
91260.376,1.015
91260.396,1.017
91260.416,1.013
91260.436,1.017
91260.456,1.016
91260.476,1.013
91260.496,1.016
91260.516,1.018
91260.536,1.019
91260.556,1.018
91260.576,1.017
91260.596,1.017
91260.616,1.015
91260.636,1.015
91260.656,1.013
91260.676,1.017
91260.696,1.016
91260.716,1.014
91260.736,1.016
91260.756,1.016
91260.776,1.016
91260.796,1.016
91260.816,1.015
91260.836,1.016
91260.856,1.015
91260.876,1.017
91260.896,1.013
91260.916,1.014
91260.936,1.015
91260.956,1.016
91260.976,1.015
91260.996,1.013
91261.016,1.016
91261.036,1.016
91261.056,1.017
91261.076,1.017
91261.096,1.014
91261.116,1.017
91261.136,1.013
91261.156,1.016
91261.176,1.014
91261.196,1.017
91261.216,1.017
91261.236,1.016
91261.256,1.018
91261.276,1.014
91261.296,1.013
91261.316,1.016
91261.336,1.015
91261.356,1.014
91261.376,1.017
91261.396,1.015
91261.416,1.017
91261.436,1.014
91261.456,1.014
91261.476,1.013
91261.496,1.014
91261.516,1.013
91261.536,1.015
91261.556,1.015
91261.576,1.013
91261.596,1.016
91261.616,1.014
91261.636,1.015
91261.656,1.016
91261.676,1.019
91261.696,1.015
91261.716,1.015
91261.736,1.016
91261.756,1.016
91261.776,1.016
91261.796,1.016
91261.816,1.016
91261.836,1.018
91261.856,1.015
91261.876,1.016
91261.896,1.015
91261.916,1.017
91261.936,1.016
91261.956,1.016
91261.976,1.016
91262.000,1.015
91262.020,1.015
91262.040,1.014
91262.060,1.015
91262.080,1.016
91262.100,1.017
91262.120,1.014
91262.140,1.016
91262.160,1.014
91262.180,1.015
91262.200,1.018
91262.220,1.016
91262.240,1.015
91262.260,1.014
91262.280,1.016
91262.300,1.015
91262.320,1.018
91262.340,1.016
91262.360,1.015
91262.380,1.014
91262.400,1.016
91262.420,1.014
91262.440,1.016
91262.460,1.014
91262.480,1.014
91262.500,1.016
91262.520,1.015
91262.540,1.017
91262.560,1.015
91262.580,1.016
91262.600,1.015
91262.620,1.015
91262.640,1.015
91262.660,1.015
91262.680,1.015
91262.700,1.016
91262.720,1.014
91262.740,1.014
91262.760,1.015
91262.780,1.016
91262.800,1.013
91262.820,1.016
91262.840,1.018
91262.860,1.016
91262.880,1.019
91262.900,1.015
91262.920,1.016
91262.940,1.014
91262.960,1.015
91262.980,1.015
91263.000,1.015
91263.020,1.016
91263.040,1.016
91263.060,1.016
91263.080,1.015
91263.100,1.016
91263.120,1.015
91263.140,1.017
91263.160,1.016
91263.180,1.018
91263.200,1.019
91263.220,1.017
91263.240,1.017
91263.260,1.015
91263.280,1.014
91263.300,1.015
91263.320,1.015
91263.340,1.017
91263.360,1.015
91263.380,1.015
91263.400,1.014
91263.420,1.013
91263.440,1.018
91263.460,1.017
91263.480,1.016
91263.500,1.014
91263.520,1.016
91263.540,1.017
91263.560,1.014
91263.580,1.016
91263.600,1.014
91263.620,1.015
91263.640,1.014
