t_s,ax,ay,az
9.0150,0.0000,0.0000,1.0988
9.0200,0.0000,0.0000,0.6489
9.0250,0.0000,0.0000,1.0014
9.0300,0.0000,0.0000,1.0710
9.0350,0.0000,0.0000,0.8458
9.0400,0.0000,0.0000,1.1234
9.0450,0.0000,0.0000,0.7714
9.0500,0.0000,0.0000,1.0655
9.0550,0.0000,0.0000,1.1448
9.0600,0.0000,0.0000,1.1349
9.0650,0.0000,0.0000,0.6326
9.0700,0.0000,0.0000,0.9581
9.0750,0.0000,0.0000,0.8312
9.0800,0.0000,0.0000,0.9979
9.0850,0.0000,0.0000,1.1186
9.0900,0.0000,0.0000,0.9999
9.0950,0.0000,0.0000,1.1463
9.1000,0.0000,0.0000,0.7501
9.1050,0.0000,0.0000,0.8493
9.1100,0.0000,0.0000,0.8870
9.1150,0.0000,0.0000,1.0302
9.1200,0.0000,0.0000,1.0961
9.1250,0.0000,0.0000,0.8502
9.1300,0.0000,0.0000,0.8391
9.1350,0.0000,0.0000,1.0567
9.1400,0.0000,0.0000,0.7918
9.1450,0.0000,0.0000,1.0179
9.1500,0.0000,0.0000,0.8522
9.1550,0.0000,0.0000,0.9397
9.1600,0.0000,0.0000,1.1977
9.1650,0.0000,0.0000,0.9182
9.1700,0.0000,0.0000,0.9553
9.1750,0.0000,0.0000,0.8532
9.1800,0.0000,0.0000,1.0168
9.1850,0.0000,0.0000,1.1327
9.1900,0.0000,0.0000,1.0267
9.1950,0.0000,0.0000,0.7933
9.2000,0.0000,0.0000,0.9937
9.2050,0.0000,0.0000,1.1367
9.2100,0.0000,0.0000,0.8354
9.2150,0.0000,0.0000,0.9333
9.2200,0.0000,0.0000,0.8392
9.2250,0.0000,0.0000,0.8809
9.2300,0.0000,0.0000,0.8314
9.2350,0.0000,0.0000,0.7893
9.2400,0.0000,0.0000,1.0084
9.2450,0.0000,0.0000,0.9442
9.2500,0.0000,0.0000,0.6896
9.2550,0.0000,0.0000,0.8257
9.2600,0.0000,0.0000,0.8636
9.2650,0.0000,0.0000,0.8191
9.2700,0.0000,0.0000,0.9692
9.2750,0.0000,0.0000,0.9269
9.2800,0.0000,0.0000,0.9956
9.2850,0.0000,0.0000,0.7896
9.2900,0.0000,0.0000,0.8620
9.2950,0.0000,0.0000,0.8992
9.3000,0.0000,0.0000,0.9061
9.3050,0.0000,0.0000,0.9094
9.3100,0.0000,0.0000,0.8603
9.3150,0.0000,0.0000,0.9372
9.3200,0.0000,0.0000,1.1492
9.3250,0.0000,0.0000,0.8619
9.3300,0.0000,0.0000,0.7540
9.3350,0.0000,0.0000,0.9867
9.3400,0.0000,0.0000,0.8431
9.3450,0.0000,0.0000,1.0496
9.3500,0.0000,0.0000,1.0781
9.3550,0.0000,0.0000,1.1545
9.3600,0.0000,0.0000,0.9712
9.3650,0.0000,0.0000,0.7515
9.3700,0.0000,0.0000,1.1460
9.3750,0.0000,0.0000,1.0647
9.3800,0.0000,0.0000,1.1084
9.3850,0.0000,0.0000,0.9659
9.3900,0.0000,0.0000,0.9126
9.3950,0.0000,0.0000,0.9578
9.4000,0.0000,0.0000,0.7338
9.4050,0.0000,0.0000,1.0733
9.4100,0.0000,0.0000,0.8811
9.4150,0.0000,0.0000,0.8820
9.4200,0.0000,0.0000,0.9998
9.4250,0.0000,0.0000,0.8524
9.4300,0.0000,0.0000,1.0530
9.4350,0.0000,0.0000,0.8831
9.4400,0.0000,0.0000,1.2396
9.4450,0.0000,0.0000,1.1069
9.4500,0.0000,0.0000,1.0396
9.4550,0.0000,0.0000,0.9968
9.4600,0.0000,0.0000,0.9653
9.4650,0.0000,0.0000,0.8989
9.4700,0.0000,0.0000,0.7295
9.4750,0.0000,0.0000,0.8932
9.4800,0.0000,0.0000,0.8647
9.4850,0.0000,0.0000,0.8993
9.4900,0.0000,0.0000,0.9703
9.4950,0.0000,0.0000,0.7353
9.5000,0.0000,0.0000,0.8116
9.5050,0.0000,0.0000,0.8792
9.5100,0.0000,0.0000,0.9062
9.5150,0.0000,0.0000,1.0707
9.5200,0.0000,0.0000,1.2809
9.5250,0.0000,0.0000,0.9446
9.5300,0.0000,0.0000,1.0406
9.5350,0.0000,0.0000,0.9624
9.5400,0.0000,0.0000,0.9948
9.5450,0.0000,0.0000,1.1726
9.5500,0.0000,0.0000,0.9848
9.5550,0.0000,0.0000,1.0324
9.5600,0.0000,0.0000,0.9704
9.5650,0.0000,0.0000,0.8908
9.5700,0.0000,0.0000,1.0947
9.5750,0.0000,0.0000,0.9454
9.5800,0.0000,0.0000,1.1430
9.5850,0.0000,0.0000,0.8326
9.5900,0.0000,0.0000,1.0211
9.5950,0.0000,0.0000,1.1685
9.6000,0.0000,0.0000,0.8926
9.6050,0.0000,0.0000,1.0095
9.6100,0.0000,0.0000,1.1457
9.6150,0.0000,0.0000,1.0202
9.6200,0.0000,0.0000,0.8726
9.6250,0.0000,0.0000,0.9294
9.6300,0.0000,0.0000,1.0074
9.6350,0.0000,0.0000,0.8993
9.6400,0.0000,0.0000,0.9204
9.6450,0.0000,0.0000,0.9864
9.6500,0.0000,0.0000,0.8222
9.6550,0.0000,0.0000,1.1711
9.6600,0.0000,0.0000,0.9008
9.6650,0.0000,0.0000,0.9705
9.6700,0.0000,0.0000,0.9854
9.6750,0.0000,0.0000,1.1432
9.6800,0.0000,0.0000,0.9282
9.6850,0.0000,0.0000,1.2189
9.6900,0.0000,0.0000,1.1970
9.6950,0.0000,0.0000,1.0627
9.7000,0.0000,0.0000,0.8125
9.7050,0.0000,0.0000,0.8190
9.7100,0.0000,0.0000,0.9463
9.7150,0.0000,0.0000,1.0104
9.7200,0.0000,0.0000,1.0540
9.7250,0.0000,0.0000,1.1240
9.7300,0.0000,0.0000,1.0329
9.7350,0.0000,0.0000,0.9854
9.7400,0.0000,0.0000,1.0261
9.7450,0.0000,0.0000,0.7358
9.7500,0.0000,0.0000,1.1188
9.7550,0.0000,0.0000,0.7980
9.7600,0.0000,0.0000,0.7478
9.7650,0.0000,0.0000,0.8956
9.7700,0.0000,0.0000,0.9294
9.7750,0.0000,0.0000,0.8344
9.7800,0.0000,0.0000,0.9561
9.7850,0.0000,0.0000,0.9923
9.7900,0.0000,0.0000,1.0576
9.7950,0.0000,0.0000,1.0297
9.8000,0.0000,0.0000,0.9225
9.8050,0.0000,0.0000,0.9969
9.8100,0.0000,0.0000,1.1371
9.8150,0.0000,0.0000,0.9539
9.8200,0.0000,0.0000,0.9681
9.8250,0.0000,0.0000,0.7307
9.8300,0.0000,0.0000,1.0215
9.8350,0.0000,0.0000,1.2321
9.8400,0.0000,0.0000,1.0766
9.8450,0.0000,0.0000,0.9609
9.8500,0.0000,0.0000,1.1378
9.8550,0.0000,0.0000,1.1392
9.8600,0.0000,0.0000,1.1523
9.8650,0.0000,0.0000,0.8503
9.8700,0.0000,0.0000,0.8512
9.8750,0.0000,0.0000,1.0771
9.8800,0.0000,0.0000,1.0550
9.8850,0.0000,0.0000,1.0468
9.8900,0.0000,0.0000,0.8166
9.8950,0.0000,0.0000,1.0869
9.9000,0.0000,0.0000,1.2243
9.9050,0.0000,0.0000,1.1369
9.9100,0.0000,0.0000,1.3033
9.9150,0.0000,0.0000,1.0511
9.9200,0.0000,0.0000,1.0107
9.9250,0.0000,0.0000,1.2140
9.9300,0.0000,0.0000,1.1171
9.9350,0.0000,0.0000,0.7225
9.9400,0.0000,0.0000,0.8117
9.9450,0.0000,0.0000,1.0294
9.9500,0.0000,0.0000,0.9360
9.9550,0.0000,0.0000,1.2149
9.9600,0.0000,0.0000,1.1892
9.9650,0.0000,0.0000,1.1540
9.9700,0.0000,0.0000,0.9613
9.9750,0.0000,0.0000,0.9741
9.9800,0.0000,0.0000,1.0957
9.9850,0.0000,0.0000,0.9609
9.9900,0.0000,0.0000,1.0836
9.9950,0.0000,0.0000,1.0381
10.0000,0.0000,0.0000,1.0961
10.0050,0.0000,0.0000,1.0171
10.0100,0.0000,0.0000,0.9116
10.0150,0.0000,0.0000,0.6540
10.0200,0.0000,0.0000,0.8422
10.0250,0.0000,0.0000,0.8294
10.0300,0.0000,0.0000,1.0862
10.0350,0.0000,0.0000,0.8325
10.0400,0.0000,0.0000,0.9354
10.0450,0.0000,0.0000,1.0649
10.0500,0.0000,0.0000,1.0888
10.0550,0.0000,0.0000,1.1306
10.0600,0.0000,0.0000,1.0616
10.0650,0.0000,0.0000,1.1949
10.0700,0.0000,0.0000,0.9389
10.0750,0.0000,0.0000,1.1497
10.0800,0.0000,0.0000,0.8459
10.0850,0.0000,0.0000,0.9594
10.0900,0.0000,0.0000,1.0602
10.0950,0.0000,0.0000,1.0854
10.1000,0.0000,0.0000,0.9781
10.1050,0.0000,0.0000,0.9328
10.1100,0.0000,0.0000,0.8631
10.1150,0.0000,0.0000,0.7370
10.1200,0.0000,0.0000,0.7761
10.1250,0.0000,0.0000,1.2083
10.1300,0.0000,0.0000,0.7949
10.1350,0.0000,0.0000,0.8228
10.1400,0.0000,0.0000,0.8151
10.1450,0.0000,0.0000,0.9806
10.1500,0.0000,0.0000,0.9814
10.1550,0.0000,0.0000,0.9423
10.1600,0.0000,0.0000,0.8576
10.1650,0.0000,0.0000,0.9975
10.1700,0.0000,0.0000,0.8441
10.1750,0.0000,0.0000,1.0561
10.1800,0.0000,0.0000,1.1964
10.1850,0.0000,0.0000,0.9016
10.1900,0.0000,0.0000,1.0430
10.1950,0.0000,0.0000,0.9562
10.2000,0.0000,0.0000,0.9695
10.2050,0.0000,0.0000,0.8575
10.2100,0.0000,0.0000,1.0272
10.2150,0.0000,0.0000,1.0165
10.2200,0.0000,0.0000,1.1733
10.2250,0.0000,0.0000,1.3096
10.2300,0.0000,0.0000,0.8904
10.2350,0.0000,0.0000,1.1562
10.2400,0.0000,0.0000,0.9205
10.2450,0.0000,0.0000,0.9564
10.2500,0.0000,0.0000,0.8798
10.2550,0.0000,0.0000,1.0811
10.2600,0.0000,0.0000,1.1711
10.2650,0.0000,0.0000,1.0102
10.2700,0.0000,0.0000,1.0499
10.2750,0.0000,0.0000,0.9260
10.2800,0.0000,0.0000,0.9863
10.2850,0.0000,0.0000,0.8668
10.2900,0.0000,0.0000,1.0158
10.2950,0.0000,0.0000,0.7797
10.3000,0.0000,0.0000,1.3017
10.3050,0.0000,0.0000,1.1779
10.3100,0.0000,0.0000,0.9559
10.3150,0.0000,0.0000,0.9686
10.3200,0.0000,0.0000,0.9756
10.3250,0.0000,0.0000,1.0408
10.3300,0.0000,0.0000,1.0562
10.3350,0.0000,0.0000,1.2568
10.3400,0.0000,0.0000,0.9717
10.3450,0.0000,0.0000,0.7967
10.3500,0.0000,0.0000,1.0607
10.3550,0.0000,0.0000,1.0800
10.3600,0.0000,0.0000,0.9294
10.3650,0.0000,0.0000,1.1283
10.3700,0.0000,0.0000,1.0075
10.3750,0.0000,0.0000,0.9345
10.3800,0.0000,0.0000,1.0201
10.3850,0.0000,0.0000,0.8747
10.3900,0.0000,0.0000,0.9827
10.3950,0.0000,0.0000,1.2390
10.4000,0.0000,0.0000,1.1780
10.4050,0.0000,0.0000,1.1063
10.4100,0.0000,0.0000,1.0484
10.4150,0.0000,0.0000,1.0680
10.4200,0.0000,0.0000,0.8916
10.4250,0.0000,0.0000,1.0556
10.4300,0.0000,0.0000,0.9477
10.4350,0.0000,0.0000,0.9609
10.4400,0.0000,0.0000,1.2267
10.4450,0.0000,0.0000,0.9471
10.4500,0.0000,0.0000,1.0442
10.4550,0.0000,0.0000,1.0475
10.4600,0.0000,0.0000,1.1578
10.4650,0.0000,0.0000,1.0082
10.4700,0.0000,0.0000,1.0981
10.4750,0.0000,0.0000,1.0850
10.4800,0.0000,0.0000,1.0163
10.4850,0.0000,0.0000,0.9684
10.4900,0.0000,0.0000,0.9139
10.4950,0.0000,0.0000,1.1692
10.5000,0.0000,0.0000,0.9357
10.5050,0.0000,0.0000,1.1806
10.5100,0.0000,0.0000,1.2428
10.5150,0.0000,0.0000,0.9734
10.5200,0.0000,0.0000,0.9250
10.5250,0.0000,0.0000,0.9205
10.5300,0.0000,0.0000,0.9793
10.5350,0.0000,0.0000,1.2020
10.5400,0.0000,0.0000,0.9480
10.5450,0.0000,0.0000,0.9142
10.5500,0.0000,0.0000,0.8431
10.5550,0.0000,0.0000,1.0549
10.5600,0.0000,0.0000,1.0970
10.5650,0.0000,0.0000,1.2257
10.5700,0.0000,0.0000,1.0761
10.5750,0.0000,0.0000,1.0398
10.5800,0.0000,0.0000,1.0398
10.5850,0.0000,0.0000,1.3945
10.5900,0.0000,0.0000,1.2372
10.5950,0.0000,0.0000,1.1547
10.6000,0.0000,0.0000,1.0054
10.6050,0.0000,0.0000,1.0232
10.6100,0.0000,0.0000,1.0354
10.6150,0.0000,0.0000,1.0350
10.6200,0.0000,0.0000,1.1055
10.6250,0.0000,0.0000,0.9636
10.6300,0.0000,0.0000,1.2739
10.6350,0.0000,0.0000,0.9287
10.6400,0.0000,0.0000,1.1264
10.6450,0.0000,0.0000,1.1391
10.6500,0.0000,0.0000,1.1632
10.6550,0.0000,0.0000,1.2125
10.6600,0.0000,0.0000,1.0861
10.6650,0.0000,0.0000,1.0740
10.6700,0.0000,0.0000,1.2246
10.6750,0.0000,0.0000,1.2060
10.6800,0.0000,0.0000,1.0499
10.6850,0.0000,0.0000,1.1540
10.6900,0.0000,0.0000,0.9048
10.6950,0.0000,0.0000,1.0987
10.7000,0.0000,0.0000,0.7997
10.7050,0.0000,0.0000,1.1995
10.7100,0.0000,0.0000,0.9751
10.7150,0.0000,0.0000,1.1637
10.7200,0.0000,0.0000,1.1069
10.7250,0.0000,0.0000,0.9806
10.7300,0.0000,0.0000,1.1540
10.7350,0.0000,0.0000,1.2519
10.7400,0.0000,0.0000,0.9473
10.7450,0.0000,0.0000,1.2810
10.7500,0.0000,0.0000,1.1001
10.7550,0.0000,0.0000,0.9452
10.7600,0.0000,0.0000,1.0219
10.7650,0.0000,0.0000,1.0977
10.7700,0.0000,0.0000,1.1405
10.7750,0.0000,0.0000,0.9571
10.7800,0.0000,0.0000,1.0088
10.7850,0.0000,0.0000,1.1124
10.7900,0.0000,0.0000,1.0866
10.7950,0.0000,0.0000,1.2913
10.8000,0.0000,0.0000,1.1539
10.8050,0.0000,0.0000,1.1616
10.8100,0.0000,0.0000,0.9469
10.8150,0.0000,0.0000,0.9473
10.8200,0.0000,0.0000,0.9292
10.8250,0.0000,0.0000,1.0482
10.8300,0.0000,0.0000,1.1298
10.8350,0.0000,0.0000,1.2578
10.8400,0.0000,0.0000,1.1732
10.8450,0.0000,0.0000,0.9566
10.8500,0.0000,0.0000,1.0472
10.8550,0.0000,0.0000,1.3147
10.8600,0.0000,0.0000,1.0719
10.8650,0.0000,0.0000,1.1200
10.8700,0.0000,0.0000,0.8906
10.8750,0.0000,0.0000,0.8889
10.8800,0.0000,0.0000,0.9978
10.8850,0.0000,0.0000,1.0244
10.8900,0.0000,0.0000,1.1190
10.8950,0.0000,0.0000,1.0404
10.9000,0.0000,0.0000,0.8510
10.9050,0.0000,0.0000,1.3472
10.9100,0.0000,0.0000,1.1022
10.9150,0.0000,0.0000,0.8550
10.9200,0.0000,0.0000,1.2577
10.9250,0.0000,0.0000,1.1567
10.9300,0.0000,0.0000,1.0349
10.9350,0.0000,0.0000,1.0594
10.9400,0.0000,0.0000,1.1164
10.9450,0.0000,0.0000,0.7803
10.9500,0.0000,0.0000,1.1750
10.9550,0.0000,0.0000,1.0876
10.9600,0.0000,0.0000,1.1365
10.9650,0.0000,0.0000,0.9859
10.9700,0.0000,0.0000,0.9803
10.9750,0.0000,0.0000,1.2453
10.9800,0.0000,0.0000,0.6523
10.9850,0.0000,0.0000,1.2012
10.9900,0.0000,0.0000,1.1945
10.9950,0.0000,0.0000,0.8611
11.0000,0.0000,0.0000,1.0265
11.0050,0.0000,0.0000,0.9713
11.0100,0.0000,0.0000,0.9864
11.0150,0.0000,0.0000,0.9015
11.0200,0.0000,0.0000,0.8927
11.0250,0.0000,0.0000,1.0635
11.0300,0.0000,0.0000,1.0195
11.0350,0.0000,0.0000,1.1214
11.0400,0.0000,0.0000,1.1440
11.0450,0.0000,0.0000,0.9859
11.0500,0.0000,0.0000,1.3044
11.0550,0.0000,0.0000,1.2484
11.0600,0.0000,0.0000,0.8658
11.0650,0.0000,0.0000,1.0331
11.0700,0.0000,0.0000,1.0089
11.0750,0.0000,0.0000,1.1026
11.0800,0.0000,0.0000,0.9322
11.0850,0.0000,0.0000,1.2419
11.0900,0.0000,0.0000,1.0047
11.0950,0.0000,0.0000,1.3058
11.1000,0.0000,0.0000,0.9580
11.1050,0.0000,0.0000,1.2846
11.1100,0.0000,0.0000,1.0994
11.1150,0.0000,0.0000,1.1604
11.1200,0.0000,0.0000,1.0898
11.1250,0.0000,0.0000,1.0919
11.1300,0.0000,0.0000,0.9292
11.1350,0.0000,0.0000,1.0260
11.1400,0.0000,0.0000,0.9604
11.1450,0.0000,0.0000,1.0220
11.1500,0.0000,0.0000,1.0021
11.1550,0.0000,0.0000,1.1393
11.1600,0.0000,0.0000,1.0804
11.1650,0.0000,0.0000,1.0111
11.1700,0.0000,0.0000,0.8365
11.1750,0.0000,0.0000,1.1583
11.1800,0.0000,0.0000,0.9568
11.1850,0.0000,0.0000,0.9990
11.1900,0.0000,0.0000,1.0966
11.1950,0.0000,0.0000,1.0378
11.2000,0.0000,0.0000,1.0530
11.2050,0.0000,0.0000,1.0551
11.2100,0.0000,0.0000,0.8176
11.2150,0.0000,0.0000,1.1262
11.2200,0.0000,0.0000,1.0174
11.2250,0.0000,0.0000,1.1334
11.2300,0.0000,0.0000,1.0510
11.2350,0.0000,0.0000,0.9903
11.2400,0.0000,0.0000,1.2121
11.2450,0.0000,0.0000,1.0550
11.2500,0.0000,0.0000,1.1603
11.2550,0.0000,0.0000,1.1123
11.2600,0.0000,0.0000,1.1347
11.2650,0.0000,0.0000,1.1628
11.2700,0.0000,0.0000,1.1124
11.2750,0.0000,0.0000,0.9276
11.2800,0.0000,0.0000,1.0088
11.2850,0.0000,0.0000,1.1988
11.2900,0.0000,0.0000,1.0199
11.2950,0.0000,0.0000,0.9931
11.3000,0.0000,0.0000,1.0393
11.3050,0.0000,0.0000,1.1479
11.3100,0.0000,0.0000,0.9353
11.3150,0.0000,0.0000,1.0273
11.3200,0.0000,0.0000,0.9801
11.3250,0.0000,0.0000,0.9528
11.3300,0.0000,0.0000,1.1220
11.3350,0.0000,0.0000,0.9663
11.3400,0.0000,0.0000,1.0375
11.3450,0.0000,0.0000,1.0762
11.3500,0.0000,0.0000,1.0866
11.3550,0.0000,0.0000,1.0874
11.3600,0.0000,0.0000,1.1196
11.3650,0.0000,0.0000,0.9432
11.3700,0.0000,0.0000,0.7417
11.3750,0.0000,0.0000,1.1327
11.3800,0.0000,0.0000,1.2257
11.3850,0.0000,0.0000,0.9827
11.3900,0.0000,0.0000,1.0315
11.3950,0.0000,0.0000,1.1312
11.4000,0.0000,0.0000,0.9314
11.4050,0.0000,0.0000,1.0207
11.4100,0.0000,0.0000,0.9757
11.4150,0.0000,0.0000,1.0908
11.4200,0.0000,0.0000,1.0335
11.4250,0.0000,0.0000,1.2214
11.4300,0.0000,0.0000,0.9178
11.4350,0.0000,0.0000,0.9423
11.4400,0.0000,0.0000,0.8579
11.4450,0.0000,0.0000,1.0496
11.4500,0.0000,0.0000,1.0096
11.4550,0.0000,0.0000,0.9958
11.4600,0.0000,0.0000,1.0930
11.4650,0.0000,0.0000,0.9072
11.4700,0.0000,0.0000,0.8527
11.4750,0.0000,0.0000,1.2713
11.4800,0.0000,0.0000,1.0219
11.4850,0.0000,0.0000,0.9054
11.4900,0.0000,0.0000,1.1435
11.4950,0.0000,0.0000,1.0356
11.5000,0.0000,0.0000,0.9074
11.5050,0.0000,0.0000,1.0580
11.5100,0.0000,0.0000,1.1431
11.5150,0.0000,0.0000,1.1048
11.5200,0.0000,0.0000,1.0076
11.5250,0.0000,0.0000,1.2164
11.5300,0.0000,0.0000,0.9145
11.5350,0.0000,0.0000,0.9945
11.5400,0.0000,0.0000,1.0720
11.5450,0.0000,0.0000,0.8953
11.5500,0.0000,0.0000,1.0948
11.5550,0.0000,0.0000,1.0596
11.5600,0.0000,0.0000,1.1302
11.5650,0.0000,0.0000,1.0508
11.5700,0.0000,0.0000,1.2484
11.5750,0.0000,0.0000,0.8540
11.5800,0.0000,0.0000,0.9680
11.5850,0.0000,0.0000,0.9509
11.5900,0.0000,0.0000,1.0125
11.5950,0.0000,0.0000,1.0875
11.6000,0.0000,0.0000,0.8870
11.6050,0.0000,0.0000,1.1285
11.6100,0.0000,0.0000,1.1431
11.6150,0.0000,0.0000,1.0242
11.6200,0.0000,0.0000,0.8468
11.6250,0.0000,0.0000,1.0835
11.6300,0.0000,0.0000,1.0592
11.6350,0.0000,0.0000,0.8960
11.6400,0.0000,0.0000,0.9261
11.6450,0.0000,0.0000,0.9445
11.6500,0.0000,0.0000,0.8381
11.6550,0.0000,0.0000,1.0493
11.6600,0.0000,0.0000,1.1371
11.6650,0.0000,0.0000,1.0467
11.6700,0.0000,0.0000,0.9233
11.6750,0.0000,0.0000,0.9982
11.6800,0.0000,0.0000,1.0005
11.6850,0.0000,0.0000,1.2220
11.6900,0.0000,0.0000,0.9519
11.6950,0.0000,0.0000,1.0610
11.7000,0.0000,0.0000,0.9654
11.7050,0.0000,0.0000,1.1386
11.7100,0.0000,0.0000,0.9061
11.7150,0.0000,0.0000,1.0617
11.7200,0.0000,0.0000,0.9581
11.7250,0.0000,0.0000,1.0698
11.7300,0.0000,0.0000,0.8317
11.7350,0.0000,0.0000,0.9889
11.7400,0.0000,0.0000,1.1290
11.7450,0.0000,0.0000,1.0778
11.7500,0.0000,0.0000,0.8743
11.7550,0.0000,0.0000,1.3029
11.7600,0.0000,0.0000,1.0501
11.7650,0.0000,0.0000,0.9666
11.7700,0.0000,0.0000,0.9537
11.7750,0.0000,0.0000,0.8857
11.7800,0.0000,0.0000,1.1770
11.7850,0.0000,0.0000,1.1466
11.7900,0.0000,0.0000,1.1654
11.7950,0.0000,0.0000,0.8731
11.8000,0.0000,0.0000,0.7708
11.8050,0.0000,0.0000,0.7362
11.8100,0.0000,0.0000,0.8174
11.8150,0.0000,0.0000,0.9245
11.8200,0.0000,0.0000,0.8494
11.8250,0.0000,0.0000,0.7907
11.8300,0.0000,0.0000,1.0480
11.8350,0.0000,0.0000,0.9040
11.8400,0.0000,0.0000,1.0234
11.8450,0.0000,0.0000,1.1290
11.8500,0.0000,0.0000,0.8884
11.8550,0.0000,0.0000,0.9228
11.8600,0.0000,0.0000,1.1316
11.8650,0.0000,0.0000,0.8027
11.8700,0.0000,0.0000,0.9239
11.8750,0.0000,0.0000,0.8439
11.8800,0.0000,0.0000,0.9538
11.8850,0.0000,0.0000,0.9055
11.8900,0.0000,0.0000,1.0018
11.8950,0.0000,0.0000,0.9206
11.9000,0.0000,0.0000,1.1169
11.9050,0.0000,0.0000,0.8824
11.9100,0.0000,0.0000,0.9645
11.9150,0.0000,0.0000,1.0543
11.9200,0.0000,0.0000,0.8685
11.9250,0.0000,0.0000,0.8980
11.9300,0.0000,0.0000,0.9583
11.9350,0.0000,0.0000,0.9244
11.9400,0.0000,0.0000,2.9375
11.9450,0.0000,0.0000,2.7574
11.9500,0.0000,0.0000,2.6640
11.9550,0.0000,0.0000,2.9188
11.9600,0.0000,0.0000,2.7436
11.9650,0.0000,0.0000,2.7648
11.9700,0.0000,0.0000,2.8094
11.9750,0.0000,0.0000,2.9742
11.9800,0.0000,0.0000,2.9348
11.9850,0.0000,0.0000,2.8619
11.9900,0.0000,0.0000,2.8713
11.9950,0.0000,0.0000,2.7891
12.0000,0.0000,0.0000,0.0258
12.0050,0.0000,0.0000,0.0276
12.0100,0.0000,0.0000,0.0040
12.0150,0.0000,0.0000,0.0914
12.0200,0.0000,0.0000,0.0137
12.0250,0.0000,0.0000,0.0322
12.0300,0.0000,0.0000,0.0358
12.0350,0.0000,0.0000,0.0913
12.0400,0.0000,0.0000,0.0019
12.0450,0.0000,0.0000,0.0344
12.0500,0.0000,0.0000,0.0357
12.0550,0.0000,0.0000,0.0067
12.0600,0.0000,0.0000,0.0589
12.0650,0.0000,0.0000,0.1017
12.0700,0.0000,0.0000,0.0262
12.0750,0.0000,0.0000,0.0148
12.0800,0.0000,0.0000,0.0317
12.0850,0.0000,0.0000,0.0112
12.0900,0.0000,0.0000,0.0586
12.0950,0.0000,0.0000,0.0033
12.1000,0.0000,0.0000,0.0688
12.1050,0.0000,0.0000,0.0354
12.1100,0.0000,0.0000,0.0045
12.1150,0.0000,0.0000,0.0364
12.1200,0.0000,0.0000,0.0543
12.1250,0.0000,0.0000,0.0091
12.1300,0.0000,0.0000,0.0361
12.1350,0.0000,0.0000,0.0150
12.1400,0.0000,0.0000,0.0162
12.1450,0.0000,0.0000,0.0413
12.1500,0.0000,0.0000,0.0029
12.1550,0.0000,0.0000,0.0772
12.1600,0.0000,0.0000,0.0267
12.1650,0.0000,0.0000,0.0172
12.1700,0.0000,0.0000,0.0452
12.1750,0.0000,0.0000,0.0452
12.1800,0.0000,0.0000,0.0157
12.1850,0.0000,0.0000,0.0436
12.1900,0.0000,0.0000,0.0362
12.1950,0.0000,0.0000,0.0877
12.2000,0.0000,0.0000,0.1126
12.2050,0.0000,0.0000,0.0063
12.2100,0.0000,0.0000,0.0115
12.2150,0.0000,0.0000,0.0861
12.2200,0.0000,0.0000,0.0382
12.2250,0.0000,0.0000,0.0136
12.2300,0.0000,0.0000,0.0253
12.2350,0.0000,0.0000,0.0630
12.2400,0.0000,0.0000,0.0692
12.2450,0.0000,0.0000,0.0930
12.2500,0.0000,0.0000,0.0344
12.2550,0.0000,0.0000,0.0337
12.2600,0.0000,0.0000,0.0368
12.2650,0.0000,0.0000,0.0917
12.2700,0.0000,0.0000,0.0902
12.2750,0.0000,0.0000,0.0857
12.2800,0.0000,0.0000,0.0945
12.2850,0.0000,0.0000,0.0020
12.2900,0.0000,0.0000,0.0677
12.2950,0.0000,0.0000,0.0982
12.3000,0.0000,0.0000,0.0114
12.3050,0.0000,0.0000,0.0299
12.3100,0.0000,0.0000,0.0464
12.3150,0.0000,0.0000,0.0479
12.3200,0.0000,0.0000,0.0025
12.3250,0.0000,0.0000,0.0304
12.3300,0.0000,0.0000,0.0278
12.3350,0.0000,0.0000,0.0689
12.3400,0.0000,0.0000,0.0282
12.3450,0.0000,0.0000,0.0432
12.3500,0.0000,0.0000,0.0777
12.3550,0.0000,0.0000,0.1294
12.3600,0.0000,0.0000,0.0221
12.3650,0.0000,0.0000,0.0329
12.3700,0.0000,0.0000,0.0171
12.3750,0.0000,0.0000,0.1055
12.3800,0.0000,0.0000,0.0589
12.3850,0.0000,0.0000,0.0258
12.3900,0.0000,0.0000,0.0320
12.3950,0.0000,0.0000,0.0078
12.4000,0.0000,0.0000,0.0599
12.4050,0.0000,0.0000,0.0092
12.4100,0.0000,0.0000,0.0201
12.4150,0.0000,0.0000,0.1029
12.4200,0.0000,0.0000,0.0468
12.4250,0.0000,0.0000,0.0060
12.4300,0.0000,0.0000,0.0650
12.4350,0.0000,0.0000,0.0335
12.4400,0.0000,0.0000,0.0277
12.4450,0.0000,0.0000,0.0801
12.4500,0.0000,0.0000,0.0300
12.4550,0.0000,0.0000,0.0853
12.4600,0.0000,0.0000,0.0405
12.4650,0.0000,0.0000,0.0465
12.4700,0.0000,0.0000,0.0208
12.4750,0.0000,0.0000,0.0939
12.4800,0.0000,0.0000,0.0420
12.4850,0.0000,0.0000,0.0268
12.4900,0.0000,0.0000,0.0071
12.4950,0.0000,0.0000,0.0142
12.5000,0.0000,0.0000,0.1012
12.5050,0.0000,0.0000,0.0145
